text1,text2,distance
Societal norms hold that sexual intercourse is dangerous or reckless when performed without an emotional or personal connection.,"The fact that a belief is held by much of society does not make it true. In fact, contrary to popular belief, sexual relationships without intimacy can be psychologically rewarding.",1
The recent rise in the number of women hiring sex workers has been attributed to a decreased need for relationships.,"Since the human need for intimacy is not eliminated by sexual gratification, the legalisation of sex work would be unlikely to interfere with the desire for intimate relationships.",1
Sexual satisfaction is a key element of relationship satisfaction (p. 1).,There are many reasons why people seek relationships apart from sex; researchers have identified 27 common reasons why people stay in relationships.,1
"Monogamy does not have to, and often does not, confine women to domestic roles (p. 27).",Monogamy often encourages women to limit their career aspirations and take on more domestic work (p. 68). Sex work is beneficial insofar as it defies such restrictive practices.,1
The separation of church and state applies only to the establishment of religion; the freedom to practice religion includes the right to support political policies that correspond with one's beliefs.,Governments should be secular and derive law without reference to religious texts or beliefs.,1
"The largest religions – Christianity and Islam – do not actively support sex work. Thus, though some faiths may permit it, sex work should not be allowed on religious grounds.","A number of religions are tolerant of sex work and, in some cases, have actively supported it.",1
Sex work promotes deceit and dishonesty.,The legalisation of sex work would help protect both clients and sex workers from scams.,1
"Buying and performing sex work are often kept secret from partners, friends, and family. This increases dishonesty in society and harms relationships.","If the stigma associated with sex work were removed through decriminalisation or legalisation, then there would be no reason to keep it secret.",1
"Buying and performing sex work are often kept secret from partners, friends, and family. This increases dishonesty in society and harms relationships.",People would be less likely to lie about sex work if it were legal.,1
"Relationships are harmed whenever people lie about an important issue, especially extra-marital affairs. Lies undermine trust in a relationship, even if one party is unaware of them.","Extra-marital affairs are not illegal in most countries, and the right to lie in a relationship is protected by free speech laws around the world.",1
"The success of global events, such as the Adult Entertainment Expo and Venus, which advocate sex as a normal part of the entertainment industry, demonstrates that the legalisation of sex work may have little effect on the discourse.","Western society has become increasingly accepting of sexual openness (p. 2). Given such changes, it is possible that legalisation could rapidly destigmatise sex work.",1
Many people are unlikely to divulge the details of their sex lives over privacy and security concerns regardless of social stigma (pp. 1–2).,"If the stigma associated with sex work were removed through decriminalisation or legalisation, then there would be no reason to keep it secret.",1
Sex work is often stigmatised regardless of its legal status.,"If the stigma associated with sex work were removed through decriminalisation or legalisation, then there would be no reason to keep it secret.",1
Sex work is often stigmatised regardless of its legal status.,"Reducing stigma is a slow process. Therefore, it is understandable that stigma still exists in legalised contexts.",1
"Sex workers in Northern Ireland see an average of 210 customers each year (pp. 99–100), over half of whom are likely to be married (p. 2050). Therefore, sex workers are often complicit in adultery, a breach of promise.",Sex workers should not be punished and restricted due to the deceitful behavior of some of their clients.,1
"The increased visibility and social acceptance of sex work after legalisation would enable widespread scams, including impostors posing as legal sex workers, phishing attacks, and credit card scams.",The legalisation of sex work would help protect both clients and sex workers from scams.,1
Sex work reinforces the idea that the human body itself is a resource to be bought and sold. This belief has been characteristic of oppressive and exploitative commodification throughout history.,"Treating labour, including manual labour, as a commodity is an essential element of free ex­change and is the basis for determining the value of labour and services.",1
Sex work reinforces the idea that the human body itself is a resource to be bought and sold. This belief has been characteristic of oppressive and exploitative commodification throughout history.,Bonding between sex workers and their clients serves to counteract the commodification of sex workers.,1
"In most cases, the body of a worker is commodified as a means to another end, such as manufacturing a product or performing a service. In sex work, access to the body of the worker is the end/product (p. 3).",Sex workers provide their clients with the service of sexual gratification; access to their body is part of this service rather than the end product itself.,1
"Sex work necessarily requires objectification because it treats a person as an instrument or means to achieve a goal, namely sexual gratification; this violates the dignity of sex workers.",Sex workers have the right to decide for themselves what violates their dignity. Governments should not make this decision for them (p. 106).,1
"Unlike other forms of labour, sex work is unique in the extent to which it involves sexual contact between two persons' bodies in a high-risk environment (pp. 1, 3).","Treating labour, including manual labour, as a commodity is an essential element of free ex­change and is the basis for determining the value of labour and services.",1
"Even though clients may wish to feel like there is an emotional connection, they are usually unconcerned with the actual feelings of the sex worker.",Research indicates that about one in three men who buy sex crave emotional intimacy in addition to sexual satisfaction.,1
"Any emotional bond between customer and provider is defined by commodification. As such, bonding occurs on the customer's terms and only on the promise of payment.",Bonding between sex workers and their clients serves to counteract the commodification of sex workers.,1
"Any emotional bond between customer and provider is defined by commodification. As such, bonding occurs on the customer's terms and only on the promise of payment.","All human relationships are conditional, so there is no reason to single out sex work as unique in this way.",1
Street sex workers prefer to spend less time with each client so that they can see more customers and increase their income (p. 17).,Bonding between sex workers and their clients serves to counteract the commodification of sex workers.,1
Street sex workers prefer to spend less time with each client so that they can see more customers and increase their income (p. 17).,"Even street sex workers may have returning clients, and might develop a friendly relationship with them over time.",1
Law inherently implies morality; it is impossible for the state to avoid moral judgements.,The purpose of a state is to provide its people with maximum rights and freedoms. This requires the state to remain neutral on the morality and safety of an individual's actions.,1
"Laws are ethically derived, and thus it is appropriate for society to interfere with behaviours that violate social norms, even where they do not cause direct harm.",The purpose of a state is to provide its people with maximum rights and freedoms. This requires the state to remain neutral on the morality and safety of an individual's actions.,1
Human morality is predicated upon norms that benefit society as a whole; people are not entitled to behave in harmful ways despite holding beliefs to the contrary.,"Immorality is not a valid argument against the legalisation of sex work, as everybody is entitled to their own moral compass.",1
Human morality is predicated upon norms that benefit society as a whole; people are not entitled to behave in harmful ways despite holding beliefs to the contrary.,"Ethics vary between cultures and individuals. One could argue that butchers are immoral because they offend vegetarians, or that acting is immoral because it's akin to lying, but this would not necessarily make them so.",1
"Government policy should reflect the moral values of the majority of the populace; if most of society believes sex work is immoral, then it should be banned.","Immorality is not a valid argument against the legalisation of sex work, as everybody is entitled to their own moral compass.",1
"Government policy should reflect the moral values of the majority of the populace; if most of society believes sex work is immoral, then it should be banned.","The American population is split in half regarding the legalisation of sex work. Thus, the continued criminalisation of sex work does not accurately reflect Americans' views.",1
"Government policy should reflect the moral values of the majority of the populace; if most of society believes sex work is immoral, then it should be banned.","The role of government is to promote the welfare of its citizens, and individual citizens are best placed to make choices that maximise their own happiness.",1
"It is sometimes appropriate for the will of the majority to restrict the freedom of others. For example, the will of the majority is opposed to letting paedophiles satisfy all of their desires.",The fact that only a small number of people support a policy does not justify violating their rights. To act otherwise enables 'tyranny of the majority'.,1
The will of the people is the basis for government authority in democratic nations.,"Democracy involves electing people not simply to represent the exact views of people, but to act in their best interest, particularly regarding issues like sex work, which are both emotive and difficult to know all the facts about.",1
"A high proportion of sex workers have experienced abuse, as well as drug addiction or financial desperation (pp. 40, 44). It is disingenuous to say that their choice to perform sex work is 'maximising their happiness'.","The role of government is to promote the welfare of its citizens, and individual citizens are best placed to make choices that maximise their own happiness.",1
"A high proportion of sex workers have experienced abuse, as well as drug addiction or financial desperation (pp. 40, 44). It is disingenuous to say that their choice to perform sex work is 'maximising their happiness'.","That some sex workers are in dire straits does not mean that sex work is not their best option. It may well be their best option for maximized happiness, given other factors at play.",1
"For groups that face intense discrimination, governments have an obligation to ensure better economic opportunities than sex work provides.","Sex work provides many sex workers, particularly transgender ones, with economic security (pp. 2, 12).",1
Legalised sex work is often relegated to specific places or districts (p. 3); those working outside of these areas would remain subject to legal repercussions.,The legalisation of sex work would end the use of loitering and vagrancy laws by police to punish sex workers and other vulnerable minorities.,1
Legalised sex work is often relegated to specific places or districts (p. 3); those working outside of these areas would remain subject to legal repercussions.,It is better that sex work be legal in some locations to provide protection for sex workers than for sex work to remain illegal everywhere.,1
"Even if sex work itself were legalised, laws can still prohibit related crimes such as loitering, vagrancy, and solicitation, making the process only nominally legal.",The legalisation of sex work would end the use of loitering and vagrancy laws by police to punish sex workers and other vulnerable minorities.,1
"Since legalising sex work would not eliminate illegal sex work, it would instead likely generate a two-tier system of legal and illegal sex work.","Sex workers are disproportionately women of colour and transgender people (p. 1, p. 351). The criminalisation of sex work has often been used by lawmakers to further disenfranchise these marginalised groups.",1
"Since legalising sex work would not eliminate illegal sex work, it would instead likely generate a two-tier system of legal and illegal sex work.",Legalisation need not address all existing disparities to be beneficial; improving the conditions of sex workers who choose to participate in the legal system is a move in the right direction.,1
"The benefits of sex work legalisation favour men in the industry over other sex workers, since enforcement practices are biased (pp. 14–15).","Sex workers are disproportionately women of colour and transgender people (p. 1, p. 351). The criminalisation of sex work has often been used by lawmakers to further disenfranchise these marginalised groups.",1
"The benefits of sex work legalisation favour men in the industry over other sex workers, since enforcement practices are biased (pp. 14–15).","Men are often forced into sex work at young age. Helping them will allow for a better world, as individual protection is not a zero-sum game.",1
"The benefits of sex work legalisation favour men in the industry over other sex workers, since enforcement practices are biased (pp. 14–15).","Only a small proportion of sex workers are men, so the majority of the benefits from the legalisation of sex work will be of advantage to women and gender minorities.",1
"Most of the officers responsible for enforcing sex work laws are men, which creates a structural bias towards prosecuting women over men.","A high proportion of male officers in vice squads is not necessarily indicative of structural bias in enforcement, but rather of gendered police recruitment and retention policies.",1
"Coercive manipulation is a standard practice among pimps. Under such conditions, sex workers cannot fairly negotiate their prices and conditions (pp. 187–188).",Some forms of sex work allow women to explicitly dictate the terms under which their sexual activity occurs. Such negotiation is often absent in sexual interactions.,1
"Coercive manipulation is a standard practice among pimps. Under such conditions, sex workers cannot fairly negotiate their prices and conditions (pp. 187–188).","Pimps thrive because they procure customers, which could be easily and safely managed by sex workers themselves in a legalised environment.",1
"Early experiences of violence by pimps make sex workers more willing to engage in sex out of fear of being beaten (pp. 1, 3, 5).",Some forms of sex work allow women to explicitly dictate the terms under which their sexual activity occurs. Such negotiation is often absent in sexual interactions.,1
Women can eschew restrictive ideals of womanhood and traditional views of sex regardless of the legality of sex work.,"Sex work embraces a vision of sex that is freed from the constraints of, and presents an alternative to, more restrictive ideals of proper womanhood (p. 52, 54).",1
"Many believe that profiting from male fantasies of female sexuality does not further women's sexual emancipation, but instead overwhelmingly benefits men.","Sex work affords women agency over their sexuality, which has historically been controlled by men (pp. 4, 6).",1
Customers frequently use verbal violence that can degrade or even hurt sex workers (p. 186). Such treatment undermines their agency.,"Sex work affords women agency over their sexuality, which has historically been controlled by men (pp. 4, 6).",1
"Common practices of the sex industry sexualise public spaces, creating a more masculine and intimidating environment that alienates women.","Keeping sex work illegal reinforces discrimination based on skin colour, gender, and class.",1
"Common practices of the sex industry sexualise public spaces, creating a more masculine and intimidating environment that alienates women.","Laws could be passed to minimize the presence of sex work in public spaces, similar to laws in the US that restrict the consumption of alcohol in public spaces.",1
"Common practices of the sex industry sexualise public spaces, creating a more masculine and intimidating environment that alienates women.",The suggestion that women are inherently intimidated by sexualisation is reductive and ignores the complexity of their responses to such environments (p. 1416).,1
Sex work is often a part of negotiating business deals. This puts businesswomen at a disadvantage as they may find it more difficult to participate than their male colleagues.,"The majority of business conducted in a sexualised environment occurs in strip clubs, where women can – and frequently do – attend.",1
Sex work is often a part of negotiating business deals. This puts businesswomen at a disadvantage as they may find it more difficult to participate than their male colleagues.,"This is not a reason to ban sex work but, rather, to reform gendered business practices or create stricter regulations to prevent hostile workplace environments.",1
Legal red-light districts often have public and highly sexualised displays of sex workers that can make a portion of the city uncomfortable to walk through at night.,People do not have a right to not be offended.,1
Sex work reinforces a patriarchal and racist society wherein women and racial minorities are commodified and objectified.,"Keeping sex work illegal reinforces discrimination based on skin colour, gender, and class.",1
Sex work reinforces a patriarchal and racist society wherein women and racial minorities are commodified and objectified.,"Compared with the impact of the advertising and entertainment industries, sex work has a minor impact on the objectification of women, as it lacks the ubiquity necessary to have a significant effect.",1
Sex work reinforces a patriarchal and racist society wherein women and racial minorities are commodified and objectified.,"Sex work is not the cause of racial fetishisation, so it is unfair to punish sex workers by criminalising their profession to reduce such attitudes.",1
"As the state profits from legalised sex work, it has a strong incentive to facilitate the commodification of women's bodies instead of truly acting to mitigate harm (p. 174).","The commodification of women's bodies creates other costs for the state, mitigating the extent to which it is likely to facilitate this harm (p. 3).",1
"Sex tourism, which is often exacerbated by legalisation, can contribute to the objectification and purchase of racialized others (p. 1). For customers, this commodification detaches women from their intrinsic value.","Sex tourism is driven by the varying legal status of sex work across countries and regions. If the industry was wholly decriminalised, countries would no longer hold a competitive advantage by allowing sex tourism.",1
"Sex work is not inherently feminine and its consumption is not exclusively masculine. Thus, its legal status does not necessarily impact gender equality.","Keeping sex work illegal reinforces discrimination based on skin colour, gender, and class.",1
"Sex work is not inherently feminine and its consumption is not exclusively masculine. Thus, its legal status does not necessarily impact gender equality.","Multiple studies have found that 80% or more of the world's sex workers are women (p. 12, p. 4). Thus, even if sex work is not inherently feminine, the policies that regulate it affect more women than men (p. 9).",1
Criminalisation is necessary to decrease the prevalence of sex work and reduce its inherent harms.,Buying and selling sex should be legal for sex workers and their clients.,1
Criminalisation is necessary to decrease the prevalence of sex work and reduce its inherent harms.,"Legalising sex work would reduce existing stigmas surrounding sex and sexuality, which are a source of many of the harms typically associated with sex work.",1
Criminalisation is necessary to decrease the prevalence of sex work and reduce its inherent harms.,Sex workers provide an important and valuable service that more people could access if it were legalised.,1
Criminalisation is necessary to decrease the prevalence of sex work and reduce its inherent harms.,"It is impossible to eradicate sex work, so governments should aim to mitigate the associated harms through legalisation.",1
"Legalisation is likely to enhance both the demand and supply of sex work, increasing the number of people who experience the harms necessarily associated with the industry.",Legalisation would ameliorate a number of harms that are direct results of criminalisation itself rather than inherent effects of sex work.,1
"Legalisation is likely to enhance both the demand and supply of sex work, increasing the number of people who experience the harms necessarily associated with the industry.",Any increase in the harmful aspects of the sex work industry would depend on the type of control implemented rather than legalisation itself.,1
"If legalised, the price of sex work would likely fall (p. 3); the availability of cheaper services would likely increase the number of people hiring sex workers and the frequency with which they do so.",Legal sex workers would have to pay higher taxes if their incomes were no longer hidden. The cost of their services would likely increase to absorb this expense.,1
"If legalised, the price of sex work would likely fall (p. 3); the availability of cheaper services would likely increase the number of people hiring sex workers and the frequency with which they do so.","When sex work is illegal, the loss of all income due to imprisonment is a greater risk to sex workers' quality of life than lower prices.",1
Legalising sex work would decrease the prices set by sex workers as barriers to the industry decrease. This would harm sex workers' earning potential.,"Legal sex workers would likely leave the industry if their salaries decreased untenably; this decrease in supply would push prices upward, ultimately resulting in a wage equilibrium.",1
Sex workers often file and pay taxes regardless of the legality of their work.,Legal sex workers would have to pay higher taxes if their incomes were no longer hidden. The cost of their services would likely increase to absorb this expense.,1
"Prospective clients would no longer be deterred from paying for sex work due to concerns about committing an illegal act, increasing the demand for sex work (p. 1).",The evidence from countries where sex work has been legalised suggests that the demand for sex work may not increase significantly.,1
"Since Spain decriminalised sex work in 1995, the proportion of men who buy sex has increased; 40% of Spanish men are estimated to have paid for sex.",The evidence from countries where sex work has been legalised suggests that the demand for sex work may not increase significantly.,1
The sex work industry in Germany massively increased in size with legalisation.,The evidence from countries where sex work has been legalised suggests that the demand for sex work may not increase significantly.,1
"There is evidence that the size of the illegal sex market, with its attendant harms, often expands after legalisation (p. 132).",Legalisation would ameliorate a number of harms that are direct results of criminalisation itself rather than inherent effects of sex work.,1
"By increasing the size of the sex industry, legalisation would automatically expand its harmful aspects (p. 4).",Any increase in the harmful aspects of the sex work industry would depend on the type of control implemented rather than legalisation itself.,1
Sex work harms the psychological health of sex workers (p. 16). This would likely continue despite legalisation.,Removing the fear of arrest or prosecution is likely to significantly reduce sex workers' anxiety (pp. 946–947).,1
Sex work harms the psychological health of sex workers (p. 16). This would likely continue despite legalisation.,"A greater ability to discuss and be honest about their work is likely to help sex workers build more effective support networks and better relationships, reducing their likelihood of depression (p. 5).",1
Sex work often requires exhausting and potentially harmful emotional labour to satisfy clients; psychological ill-health is likely to always be part of the profession.,"Since emotional labour is an essential part of many service jobs, it should not be used as an argument against legal sex work.",1
Many legal sex workers report feeling isolated or excluded from their friends and families due to their profession (p. 4).,"Illegal sex workers are often isolated from essential services for fear of reputational damage, harming their physical and psychological health.",1
Many legal sex workers report feeling isolated or excluded from their friends and families due to their profession (p. 4).,Sex work is not unusually particular in this regard; numerous legal professions report a high degree of loneliness and isolation.,1
"In Zurich, where sex work is legal and regulated, sex workers report higher rates of depression and anxiety than the general population (p. 1).","This study does not include information about the mental health of sex workers prior to legalisation, which makes it difficult to assess how the change has impacted psychological health.",1
"In Zurich, where sex work is legal and regulated, sex workers report higher rates of depression and anxiety than the general population (p. 1).",An association between sex work and high rates of depression and anxiety does not demonstrate causation.,1
"Other factors, including drug use, minority gender identity, and childhood trauma, are more strongly associated with the mental health of sex workers than legal concerns (p. 7).",Removing the fear of arrest or prosecution is likely to significantly reduce sex workers' anxiety (pp. 946–947).,1
Studies have demonstrated that sex work affects the personal romantic relationships of sex workers in predominantly negative ways (p. 1).,"A greater ability to discuss and be honest about their work is likely to help sex workers build more effective support networks and better relationships, reducing their likelihood of depression (p. 5).",1
Studies have demonstrated that sex work affects the personal romantic relationships of sex workers in predominantly negative ways (p. 1).,"Nobody needs to disclose that they are a current or former sex worker, so it is unlikely that this stigma affects relationships.",1
"Sex work is systemically exploitative (p. 207, pp. 180–181).",The freedom to choose whether or not to participate in sex work is a form of empowerment (p. 10).,1
"Sex work is systemically exploitative (p. 207, pp. 180–181).",Many sex workers find their work enjoyable or rewarding; voluntarily performing a job that one enjoys does not meet the criteria for exploitation.,1
"Sex work is systemically exploitative (p. 207, pp. 180–181).",Sex work NGOs often lobby in favour of legalisation. As they represent the industry – and do valuable work informing the public – their interests should be recognised.,1
"When recruiting sex workers, many pimps use courtship tactics to exploit a person's love (p. 31). Workers are more willing to perform sex work after having been brought into emotional dependency.","The conditions under which sex workers are recruited is likely to improve when legalised or decriminalised, as the legitimacy of legal work can reduce predatory recruitment practices.",1
"Exploitation typically refers to transactions where one leverages the vulnerability of another person to get them to commit an action they might not otherwise do. As such, even if sex workers consent, they are still being exploited.","Vulnerable people often take on jobs that hurt or exploit them without the government intervening. Thus, it is illegitimate for the state to uniquely intervene in the case of sex work.",1
Only high-class sex workers have a significant degree of choice over their clients. Typical sex workers do not have this freedom (p. 9).,"Many sex workers have a high degree of autonomy, reflected by their ability to reject clients (p. 4).",1
"In many communities, performing sex work is considered the epitome of disempowerment.",The freedom to choose whether or not to participate in sex work is a form of empowerment (p. 10).,1
Viewing sex work as a form of empowerment is predominantly a first-world perspective that ignores the realities of sex workers in developing countries (pp. 1440–1441).,The freedom to choose whether or not to participate in sex work is a form of empowerment (p. 10).,1
"Sex workers, in both legal and illegal settings, often wish to leave their work (p. 17). This undermines the idea that sex work is particularly enjoyable or empowering.",Many sex workers find their work enjoyable or rewarding; voluntarily performing a job that one enjoys does not meet the criteria for exploitation.,1
"Sex workers, in both legal and illegal settings, often wish to leave their work (p. 17). This undermines the idea that sex work is particularly enjoyable or empowering.",There is a high rate of turnover intention in numerous industries; such a trend does not justify making an entire industry illegal.,1
"Sex workers, in both legal and illegal settings, often wish to leave their work (p. 17). This undermines the idea that sex work is particularly enjoyable or empowering.","Sex workers in Australia, where sex work is legal (p. 99), have higher job satisfaction than those in countries where sex work is illegal (p. 11).",1
"Even people who enjoy having sex may find sex work degrading, especially if they are treated poorly by clients.",Many sex workers find their work enjoyable or rewarding; voluntarily performing a job that one enjoys does not meet the criteria for exploitation.,1
"Some NGOs run by former sex workers, such as Apne Aap and Space International, oppose legalisation, demonstrating that the sector does not unanimously support legalisation.",Sex work NGOs often lobby in favour of legalisation. As they represent the industry – and do valuable work informing the public – their interests should be recognised.,1
"Laws represent the codification of social norms; as such, they should be based upon subjective community consensus rather than objective evidence.","Reducing the stigma around sexuality would make governments more likely to create policies on sexual matters based on evidence rather than social norms (pp. 1–2, p. 1).",1
"Given their relative social and political isolation, sex workers are unlikely to be a major force in society even if their profession were legal, so the discourse regarding sex work may not change.",Legalisation would allow sex workers to take control of the sociopolitical discourse surrounding sex work since there would be less danger in openly talking about their experiences.,1
"Given their relative social and political isolation, sex workers are unlikely to be a major force in society even if their profession were legal, so the discourse regarding sex work may not change.",There are over 1 million sex workers in the US alone; sex worker unions could be as large as the powerful unions made up of auto workers and food and commercial workers.,1
Governments are likely to continue ignoring sex workers after legalisation because they represent a politically marginalised part of society.,Legalisation would allow sex workers to take control of the sociopolitical discourse surrounding sex work since there would be less danger in openly talking about their experiences.,1
Governments are likely to continue ignoring sex workers after legalisation because they represent a politically marginalised part of society.,Candidates of the Australian Sex Party – a sex-industry lobby group now included in the Reason Party – have been elected to state legislatures.,1
Sex work legalisation would only reduce the stigma surrounding transactional sex (p. 204). More widespread norms of sex and sexuality would likely be unaffected.,"Legalising sex work would reduce existing stigmas surrounding sex and sexuality, which are a source of many of the harms typically associated with sex work.",1
Sex work legalisation would only reduce the stigma surrounding transactional sex (p. 204). More widespread norms of sex and sexuality would likely be unaffected.,"Any particular sexual practice, even if transactional, is difficult to separate from the wider norms surrounding sexual expectations and desires (p. 1).",1
Sex work is often stigmatised regardless of its legal status.,"Legalising sex work would reduce existing stigmas surrounding sex and sexuality, which are a source of many of the harms typically associated with sex work.",1
Sex work is often stigmatised regardless of its legal status.,"Reducing stigma is a slow process. Therefore, it is understandable that stigma still exists in legalised contexts.",1
"A number of prominent disabled activists are uncomfortable with the idea of paying for sex, as it leaves unchanged the root causes of ableist attitudes to sexuality and desire.","The option to hire a sex worker can be particularly important for people who face social stigma, such as disabled people.",1
"Sex work districts near military bases are heavily associated with the exploitation of workers (p. 2); therefore, facilitating soldiers' needs may not be a net positive for society.","Lonely people, such as older people or deployed members of the military, often rely on sex work to find intimacy due to their isolation from others.",1
"If people who struggle to find sexual partners hire sex workers instead, they may stop seeking meaningful relationships (pp. 36–37); this can harm their emotional well-being in the long term.",Legal sex work would help people who have difficulty finding sexual partners to have sex.,1
Governments should work to improve community support of such people instead of relying on sex work as a stopgap to remediate loneliness.,Legal sex work would help people who have difficulty finding sexual partners to have sex.,1
"Polyamorous, BDSM, or other fetish clubs often offer varied opportunities for those with less common desires, without requiring the legalisation of sex work.",Many people have strong preferences for particular sexual fetishes or acts that most other people do not enjoy. Sex work allows them to pay for this form of sexual fulfilment.,1
Niche hookup apps and dating services cater to those with niche sexual desires.,Sex work allows people to have more varieties of sex than they could easily have in the context of a casual hookup or relationship.,1
"Open relationships, and particularly those involving sex work, carry a number of emotional and physical risks.",Sex work may be useful for people in open relationships who want to ensure they do not form emotional bonds with sexual partners outside of their primary partnership.,1
"The remorse or anxiety that some people feel after hiring a sex worker can reduce its value as a service (pp. 28, 58).",Sex workers provide an important and valuable service that more people could access if it were legalised.,1
"The remorse or anxiety that some people feel after hiring a sex worker can reduce its value as a service (pp. 28, 58).","The study in the parent claim was performed by an anti-sex-work group, who may have interpreted the participants' responses in a particularly negative light due to their conflict of interest (p. 5).",1
"The remorse or anxiety that some people feel after hiring a sex worker can reduce its value as a service (pp. 28, 58).","Such feelings may be based on the illegality of sex work and the negative social stigma attached to it rather than negative experiences with sex work itself (pp. 23, 49).",1
Sex work often takes place in inconvenient places that can make the act less enjoyable and decrease the likelihood of people genuinely benefitting from the service.,Sex workers provide an important and valuable service that more people could access if it were legalised.,1
Sex work often takes place in inconvenient places that can make the act less enjoyable and decrease the likelihood of people genuinely benefitting from the service.,"Sex work often takes place in inconvenient places because, in an illegal system, it must be hidden from law enforcement. This would change with legalisation.",1
"Those with sex addiction frequently participate in sex work as workers or clients. Even if sex work does not cause this addiction, it allows for it to be worsened.",Sex workers provide an important and valuable service that more people could access if it were legalised.,1
"Those with sex addiction frequently participate in sex work as workers or clients. Even if sex work does not cause this addiction, it allows for it to be worsened.","Even if sex work contributes to addiction, this would not necessarily imply that it should be illegal. For example, alcohol and coffee are addictive but are legal in most countries.",1
"Those with sex addiction frequently participate in sex work as workers or clients. Even if sex work does not cause this addiction, it allows for it to be worsened.",The existence of sex addiction has been widely debunked by modern psychology.,1
Human sexual behaviour is not solely driven by human nature; humans have the ability to create social norms surrounding sex based on other concerns (p. 6).,Sex work is a natural consequence of sexuality.,1
"The legality of sex work has little bearing on broader perceptions of law; sex work is a distinct, legally problematic area (p. 141).",Maintaining laws that contradict common social practices can encourage disrespect for law enforcement and undermine the rule of law more generally.,1
Law is based upon public policies that are determined by legislators and upheld by the use of force rather than on social norms (p. 6).,Maintaining laws that contradict common social practices can encourage disrespect for law enforcement and undermine the rule of law more generally.,1
The failure of prior efforts to eradicate sex work does not mean that it is impossible to do so.,"It is impossible to eradicate sex work, so governments should aim to mitigate the associated harms through legalisation.",1
The failure of prior efforts to eradicate sex work does not mean that it is impossible to do so.,"While it might be possible to achieve the eradication of sex work in a post-work economy, the current state of society precludes this from occurring.",1
"It is impossible to eradicate murder. However, legalising murder would be immoral, unpopular, and would likely lead to more deaths.","It is impossible to eradicate sex work, so governments should aim to mitigate the associated harms through legalisation.",1
"It is impossible to eradicate murder. However, legalising murder would be immoral, unpopular, and would likely lead to more deaths.","As it inherently involves the nonconsensual death of a human being, murder is harmful in a way that sex work is not; a comparison of the two is not especially useful.",1
Sex work legalisation would make human trafficking and sex slavery more difficult to fight.,Buying and selling sex should be legal for sex workers and their clients.,1
Sex work legalisation would make human trafficking and sex slavery more difficult to fight.,The legalisation of sex work would reduce the involvement of gangs in sex trafficking.,1
Sex work legalisation would make human trafficking and sex slavery more difficult to fight.,"Legalisation of sex work would likely lead to the creation of new regulations and rules, which would make it easier for authorities to identify cases of human trafficking.",1
"Evidence shows that the legalisation of sex work does not decrease human trafficking or sex slavery, but rather may increase it (pp. 3, 25).","Legalisation can reduce the demand for trafficked women, as legal sex workers are favoured by clients over trafficked ones (p. 25).",1
"Evidence shows that the legalisation of sex work does not decrease human trafficking or sex slavery, but rather may increase it (pp. 3, 25).","There is compelling evidence that, in areas where sex work has been legalised, the majority of sex workers choose the profession out of their own volition.",1
"Evidence shows that the legalisation of sex work does not decrease human trafficking or sex slavery, but rather may increase it (pp. 3, 25).",Sex workers and their clients may be more likely to report instances of human trafficking when they know it will not get them into trouble.,1
"In most of the countries which have legalised sex work, there has been a persistent or even increased prevalence of child sex work (p. 5).","The criminalisation of sex work prevents underage sex workers from going to the police. For example, many states in the US prosecute children who are victims of sex trafficking (p. 21).",1
"In most of the countries which have legalised sex work, there has been a persistent or even increased prevalence of child sex work (p. 5).","Pursuing customers involved in consensual sex with adults diverts police resources from pursuing sex trafficking, under-age sex work, and other crimes.",1
"In countries where the age of consent is low, legalising sex work would enable teenagers to enter the industry (p. 39).",The laws that legalise sex work could establish an age limit higher than the age of consent to block teenagers from entering the industry.,1
"In countries where sex work is legal and teenagers are considered capable of consent, there is little incentive to establish a different age of consent for sex workers.",The laws that legalise sex work could establish an age limit higher than the age of consent to block teenagers from entering the industry.,1
"Reducing the risk associated with sex work through legalisation would increase client demand, thus making trafficking harder to identify and prosecute, as supply would increase to match demand (pp. 113–114).",Places where sex work clients are criminalised do not display reduced rates of trafficking or lower overall levels of sex work.,1
"Reducing the risk associated with sex work through legalisation would increase client demand, thus making trafficking harder to identify and prosecute, as supply would increase to match demand (pp. 113–114).","The mythologisation of trafficking as an integral aspect of sex work often leads actors to inflate estimates of those who are trafficked, making it seem as if more sex workers are victims of trafficking than in reality (pp. 1347–1348).",1
"In 2018 alone, UN member states successfully identified 49,032 victims of human trafficking, half of whom were sexually exploited (pp. 10, 29).","The mythologisation of trafficking as an integral aspect of sex work often leads actors to inflate estimates of those who are trafficked, making it seem as if more sex workers are victims of trafficking than in reality (pp. 1347–1348).",1
"Even after sex work was legalised, 40% of sex workers in the Netherlands were forced into sex work or experienced sexual abuse (p. 35).","The mythologisation of trafficking as an integral aspect of sex work often leads actors to inflate estimates of those who are trafficked, making it seem as if more sex workers are victims of trafficking than in reality (pp. 1347–1348).",1
"Government efforts to curb human trafficking and sex slavery have been inadequate when sex work is illegal, so legalisation is likely to further impede such efforts.","The legalisation of sex work would help countries to adequately address sex trafficking by disentangling the two issues, making it easier to identify the scope of trafficking and apply resources where they are needed (p. 15).",1
